
************************************************************
01月01日

1085年1月1日 《资治通鉴》编成
1994年10月7日 缅甸大毒枭杨茂贤在云南伏法
1993年10月7日 第一届上海国际电影节开幕
1995年10月7日 我国试制成功“洋底探测系统”
1995年10月7日 美制成电子密码戒指
1997年10月7日 动画艺术大师万籁鸣逝世
1995年10月7日 林格尔文章诬蔑新加坡法制　被新判处有罪
2001年10月7日 中国男子足球冲进世界杯
2001年10月7日 阿富汗战争，塔利班政权崩溃
1986年10月7日 刘伯承元帅逝世
1952年10月7日 俄罗斯总统普京诞辰
1998年10月7日 朱基视察中央电视台  赠《焦点访谈》编辑记者四句话

************************************************************
10月08日

1843年10月8日 清政府与英国签订《虎门条约》
1900年10月8日 孙中山发动惠州起义
1906年10月8日 卷发革命从英国发起
1910年10月8日 上海银号钱庄纷纷倒闭
1928年10月8日 蒋介石与胡汉民再度合作执政
1955年10月8日 科学家钱学森从美国归来
1956年10月8日 网球女皇纳芙拉蒂洛娃出生
1957年10月8日 我国第一个天然石油基地玉门油矿建成
1985年10月8日 我国第一座太阳能光电站建成
1987年10月8日 英国“本世纪最大的经济丑闻”主角相继被捕
1992年10月8日 维利・勃兰特逝世
1992年10月8日 武航一旅游包机在甘肃坠毁
1993年10月8日 南非重返国际大家庭
1993年10月8日 诗人顾城杀妻自尽
1995年10月8日 中国在世界体操锦标赛上实现男子个人全能冠军零的突破
1997年10月8日 朝鲜劳动党中央、中央军委推举金正日为朝鲜劳动党总书记
1998年10月8日 哈勃发现迄今最遥远的星系
1912年10月8日 梁启超结束流亡生涯
1856年10月8日 英国制造“亚罗号事件”

************************************************************
10月09日

1888年10月9日 苏联领导人布哈林诞辰
1912年10月9日 第一次巴尔干战争爆发
1924年10月9日 近代翻译家林纾逝世
1931年10月9日 美国发明家托马斯・爱迪生逝世
1874年10月9日 万国邮政联盟成立
1944年10月9日 四大国建议建立联合国
1948年10月9日 丘吉尔提出三环外交
1956年10月9日 冷冻食品的发明者伯德赛逝世
1962年10月9日 乌干达独立日
1985年10月9日 河西走廊出土两万多枚汉简
1936年10月9日 红军三大主力会师
1986年10月9日 前苏联科学家揭开龙卷风的奥秘
1993年10月9日 火焰山腹地发现千年干尸
1997年10月9日 意大利喜剧演员达里奥・福荣获诺贝尔奖
1999年10月9日 纪念孔子诞辰2550周年大会举行
2002年10月9日 《中华人民共和国法典》出版发行
1993年10月9日 中央作出规定控制机构膨胀

************************************************************
10月10日

1813年10月10日 意大利作曲家威尔地诞辰
1868年10月10日 古巴爆发第一次独立战争
1895年10月10日 林语堂诞辰
1896年10月10日 萧三诞辰
1913年10月10日 巴拿马运河开通
1913年10月10日 袁世凯就任正式大总统
1923年10月10日 曹锟就任巨额买来的大总统
1925年10月10日 故宫首次对外开放
1926年10月10日 中国历史博物馆开馆
1934年10月10日 中央红军开始长征
1945年10月10日 朝鲜共产党成立
1947年10月10日 中共中央公布《中国土地法大纲》
1980年10月10日 金日成提出建立高丽民主联邦共和国方案
1980年10月10日 保证民用航空安全的《海牙公约》生效
1945年10月10日 国共签署《双十协定》
1984年10月10日 中德联营的大众汽车公司成立
1992年10月10日 第一个“世界精神卫生日”
1992年10月10日 书法家沙孟海逝世
2000年10月10日 美国总统克林顿签署对华永久正常贸易关系法案
2001年10月10日 慕绥新马向东贪污受贿被严惩
1919年10月10日 孙中山改组中华革命党
1980年10月10日 人民艺术家赵丹逝世
1911年10月10日 武昌起义――辛亥革命爆发

************************************************************
10月11日

1837年10月11日 法国空想社会主义思想家傅立叶逝世
1896年10月11日 奥地利作曲家布鲁克纳逝世
1957年10月11日 世界最大的望远镜在英国建成
1889年10月11日 英国物理学家焦耳逝世
1972年10月11日 我国与德国建交
1992年10月11日 新中国第一次国际拍卖会开槌
1995年10月11日 江主席会见美国重要新闻媒体代表团
2000年10月11日 中国工程科技界规模最大、级别最高的国际会议――2000年国际工程科技大会在京举行
2001年10月11日 国家标准化管理委员会成立
2002年10月11日 民航六大集团公司宣告成立
1937年10月11日 淞沪战线中日军队展开大场之战
1984年10月11日 邓小平说对外开放政策下个世纪也不变

************************************************************
10月12日

1492年10月12日 西班牙独立日
1492年10月12日 哥伦布发现美洲大陆
1885年10月12日 清政府改台湾府为行省　命刘铭传为台湾巡抚
1945年10月12日 老挝人民民主共和国独立节
1954年10月12日 中苏签订一揽子经济技术合作项目
1960年10月12日 日中友好人士浅沼稻次郎遇刺身亡
1976年10月12日 世界上最大的清真寺奠基仪式在巴基斯坦首都伊斯兰堡举行
1992年10月12日 埃及发生强烈地震  造成500多人死亡 6500多人受伤
1998年10月12日 中国女队获第33届国际象棋奥赛冠军  自中国女队1980年参加奥赛以来首次夺魁
1999年10月12日 巴基斯坦发生政变　谢里夫总理被软禁
1999年10月12日 世界人口总数已达到60亿 首都各界人士隆重集会
2001年10月12日 水稻基因组研究获重大进展  “工作框架图”和数据库完成
1984年10月12日 英保守党年会总部大爆炸　撒切尔夫人无恙
1952年10月12日 邱少云光荣牺牲
1937年10月12日 新四军正式组建

************************************************************
10月13日

1903年10月13日 日本作家小林多喜二诞辰
1925年10月13日 英国首相撒切尔夫人诞辰
1941年10月13日 弘一大师圆寂
1949年10月13日 中国少年儿童队（中国少年先锋队前身）成立
1962年10月13日 巴拿马运河大桥建成
1884年10月13日 格林尼治国际标准时间诞生
1970年10月13日 中国与加拿大建立外交关系
1971年10月13日 我国与布隆迪复交
1983年10月13日 印尼籍轮撞沉我大庆油轮
1987年10月13日 哥斯达黎加总统阿里亚斯获诺贝尔和平奖
1987年10月13日 建国后第一家典当商行成立
1988年10月13日 南京发现民国银行第一种钞票
1989年10月13日 世界最大铜佛在香港圆顶
1994年10月13日 乒坛爆发“小山智丽”风波
1994年10月13日 日本作家大江健三郎获诺贝尔文学奖
1997年10月13日 超音速的喷气式汽车试车成功  首次实现了人类在陆地上突破音障的梦想
1998年10月13日 科索沃危机爆发
2001年10月13日 我国高性能计算机芯片“龙芯”问世
1998年10月13日 美籍华人崔琦获得诺贝尔物理学奖

************************************************************
10月14日

1890年10月14日 艾森豪威尔出生
1911年10月14日 清政府任命袁世凯为湖广总督
1918年10月14日 我国第一个新闻研究机构――北京大学新闻学研究会成立
1920年10月14日 唐山煤矿瓦斯大爆炸 死亡450人 伤百余人
1944年10月14日 纳粹德国元帅隆美尔自杀
1951年10月14日 中美洲国家组织成立
1972年10月14日 我国与马尔代夫建交
1986年10月14日 中国长江科考漂流探险队征服金沙江全程  打破了日本探险家植村创造的漂流亚马逊河落差三千二百米的世界纪录
1990年10月14日 美国音乐艺术大师伯恩斯坦逝世
1992年10月14日 作家秦牧逝世
1992年10月14日 中国宣布《伯尔尼公约》正式生效
1994年10月14日 美国宣布取消对海地制裁
1994年10月14日 阿拉法特、佩雷斯、拉宾分享诺贝尔和平奖
1952年10月14日 上甘岭战役
1998年10月14日 辜振甫率海基会参访团访问大陆
1902年10月14日 京师大学堂正式招生
2001年10月14日 伟大的爱国者张学良先生逝世

************************************************************
10月15日

1814年10月15日 俄国诗人莱蒙托夫诞辰
1924年10月15日 美国汽车大王艾科卡诞辰
1929年10月15日 陈独秀取消主义的破产
1932年10月15日 陈独秀被捕
1947年10月15日 世界第一次超音速飞机――喷气式飞机试飞
1957年10月15日 中央制定“右派”分子的划分标准
1957年10月15日 武汉长江大桥建成通车
1844年10月15日 德国哲学家尼采诞辰
1970年10月15日 我国与赤道几内亚建交
1984年10月15日 美籍华人作家江南遇害身亡
1986年10月15日 美籍华人李远哲获诺贝尔化学奖
1990年10月15日 现代诗人、红学家俞平伯在北京病逝
1993年10月15日 曼德拉、德克勒克同获诺贝尔和平奖
1997年10月15日 美籍华人朱棣文获诺贝尔物理学奖
1998年10月15日 天安门广场万人表演太极拳
1915年10月15日 以色列“死脑筋”总理沙米尔诞辰
1961年10月15日 周恩来参加苏共22大，阐明我党立场
1946年10月15日 纳粹德国空军部长戈林自杀

************************************************************
10月16日

690年10月16日 武则天登上皇位
1854年10月16日 唯美主义运动的倡导者王尔德诞辰
1908年10月16日 阿尔巴尼亚领导人恩维尔・霍查诞辰
1949年10月16日 我国与蒙古国建交
1959年10月16日 美军将领、国务卿马歇尔去世
1964年10月16日 勃列日涅夫取代赫鲁晓夫  成为苏共中央第一书记
1913年10月16日 物理学家钱三强诞辰
1978年10月16日 约翰・保罗二世当选新教皇
1973年10月16日 震撼世界的石油危机爆发
1980年10月16日 中共中央决定开除康生、谢富治党籍
1982年10月16日 我国潜艇向预定海域发射运载火箭获得成功
1984年10月16日 图图主教荣获“诺贝尔和平奖”
1988年10月16日 北京正负电子对撞机对撞成功
1994年10月16日 德国总理科尔四连任
1999年10月16日 第三十四届世界体操锦标赛世界体操锦标赛闭幕  中国获得四项冠军
1991年10月16日 美国小镇枪杀案22人丧生
1999年10月16日 新版《辞海》面世
2002年10月16日 全球环境基金第二届成员国大会在京召开
1964年10月16日 我国第一颗原子弹爆炸成功
2000年10月16日 《二○○○年中国的国防》白皮书发表
1996年10月16日 危地马拉发生足球惨案
1950年10月16日 人民解放军进军西藏

************************************************************
10月17日

1849年10月17日 波兰作曲家肖邦逝世
1907年10月17日 梁启超等在日本东京成立政闻社
1862年10月17日 清政府制定黄龙旗为国旗
1941年10月17日 东条英机继任日本内阁总理大臣
1948年10月17日 长春和平解放
1963年10月17日 联合国提案要求不把核武器投入空间轨道
1968年10月17日 日本作家川端康成获诺贝尔文学奖
